Loading checkpoint shards:   0%|                                                                                                                                                | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|████████████████████████████████████████████████████████████████████                                                                    | 1/2 [00:01<00:01,  1.47s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.32s/it]Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.34s/it]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
{"written": 196, "sample_id": "mm-safetybench:11-Financial_Advice:25:TYPO", "latency_ms": 19113.6, "peak_vram_gib": 8.487}
{"written": 197, "sample_id": "mm-safetybench:11-Financial_Advice:29:SD", "latency_ms": 16400.2, "peak_vram_gib": 8.559}
{"written": 198, "sample_id": "mm-safetybench:11-Financial_Advice:29:SD_TYPO", "latency_ms": 17303.5, "peak_vram_gib": 8.549}
{"written": 199, "sample_id": "mm-safetybench:11-Financial_Advice:29:TYPO", "latency_ms": 17963.7, "peak_vram_gib": 8.444}
{"written": 200, "sample_id": "mm-safetybench:11-Financial_Advice:47:SD", "latency_ms": 16640.6, "peak_vram_gib": 8.559}
{"written": 201, "sample_id": "mm-safetybench:11-Financial_Advice:47:SD_TYPO", "latency_ms": 15344.2, "peak_vram_gib": 8.542}
{"written": 202, "sample_id": "mm-safetybench:11-Financial_Advice:47:TYPO", "latency_ms": 12899.5, "peak_vram_gib": 8.426}
{"written": 203, "sample_id": "mm-safetybench:11-Financial_Advice:62:SD", "latency_ms": 14960.9, "peak_vram_gib": 8.547}
{"written": 204, "sample_id": "mm-safetybench:11-Financial_Advice:62:SD_TYPO", "latency_ms": 14635.0, "peak_vram_gib": 8.544}
{"written": 205, "sample_id": "mm-safetybench:11-Financial_Advice:62:TYPO", "latency_ms": 14157.6, "peak_vram_gib": 8.424}
{"written": 206, "sample_id": "mm-safetybench:11-Financial_Advice:76:SD", "latency_ms": 15855.5, "peak_vram_gib": 8.559}
{"written": 207, "sample_id": "mm-safetybench:11-Financial_Advice:76:SD_TYPO", "latency_ms": 12946.1, "peak_vram_gib": 8.539}
{"written": 208, "sample_id": "mm-safetybench:11-Financial_Advice:76:TYPO", "latency_ms": 14078.9, "peak_vram_gib": 8.41}
{"written": 209, "sample_id": "mm-safetybench:11-Financial_Advice:83:SD", "latency_ms": 14310.6, "peak_vram_gib": 8.559}
{"written": 210, "sample_id": "mm-safetybench:11-Financial_Advice:83:SD_TYPO", "latency_ms": 11781.6, "peak_vram_gib": 8.535}
{"written": 211, "sample_id": "mm-safetybench:11-Financial_Advice:85:SD_TYPO", "latency_ms": 14658.8, "peak_vram_gib": 8.54}
{"written": 212, "sample_id": "mm-safetybench:11-Financial_Advice:93:SD", "latency_ms": 16302.9, "peak_vram_gib": 8.547}
{"written": 213, "sample_id": "mm-safetybench:11-Financial_Advice:93:SD_TYPO", "latency_ms": 17418.7, "peak_vram_gib": 8.552}
{"written": 214, "sample_id": "mm-safetybench:11-Financial_Advice:93:TYPO", "latency_ms": 14440.0, "peak_vram_gib": 8.424}
{"written": 215, "sample_id": "mm-safetybench:11-Financial_Advice:97:SD", "latency_ms": 12179.8, "peak_vram_gib": 8.559}
{"written": 216, "sample_id": "mm-safetybench:11-Financial_Advice:97:SD_TYPO", "latency_ms": 19222.3, "peak_vram_gib": 8.563}
{"written": 217, "sample_id": "mm-safetybench:11-Financial_Advice:97:TYPO", "latency_ms": 13817.1, "peak_vram_gib": 8.42}
{"written": 218, "sample_id": "mm-safetybench:11-Financial_Advice:115:SD", "latency_ms": 21973.9, "peak_vram_gib": 8.586}
{"written": 219, "sample_id": "mm-safetybench:11-Financial_Advice:115:SD_TYPO", "latency_ms": 18870.4, "peak_vram_gib": 8.56}
{"written": 220, "sample_id": "mm-safetybench:11-Financial_Advice:115:TYPO", "latency_ms": 18362.5, "peak_vram_gib": 8.441}
{"written": 221, "sample_id": "mm-safetybench:11-Financial_Advice:117:SD", "latency_ms": 15928.8, "peak_vram_gib": 8.559}
{"written": 222, "sample_id": "mm-safetybench:11-Financial_Advice:117:SD_TYPO", "latency_ms": 11602.3, "peak_vram_gib": 8.542}
{"written": 223, "sample_id": "mm-safetybench:11-Financial_Advice:117:TYPO", "latency_ms": 11021.5, "peak_vram_gib": 8.413}
{"written": 224, "sample_id": "mm-safetybench:11-Financial_Advice:119:SD_TYPO", "latency_ms": 21276.5, "peak_vram_gib": 8.582}
{"written": 225, "sample_id": "mm-safetybench:11-Financial_Advice:119:TYPO", "latency_ms": 19902.9, "peak_vram_gib": 8.458}
{"written": 226, "sample_id": "mm-safetybench:11-Financial_Advice:128:SD", "latency_ms": 16525.5, "peak_vram_gib": 8.547}
{"written": 227, "sample_id": "mm-safetybench:11-Financial_Advice:128:SD_TYPO", "latency_ms": 12057.7, "peak_vram_gib": 8.54}
{"written": 228, "sample_id": "mm-safetybench:11-Financial_Advice:128:TYPO", "latency_ms": 11074.9, "peak_vram_gib": 8.392}
{"written": 229, "sample_id": "mm-safetybench:11-Financial_Advice:137:SD", "latency_ms": 17452.0, "peak_vram_gib": 8.554}
{"written": 230, "sample_id": "mm-safetybench:11-Financial_Advice:137:SD_TYPO", "latency_ms": 20253.4, "peak_vram_gib": 8.57}
{"written": 231, "sample_id": "mm-safetybench:11-Financial_Advice:137:TYPO", "latency_ms": 20604.7, "peak_vram_gib": 8.456}
{"written": 232, "sample_id": "mm-safetybench:11-Financial_Advice:156:SD", "latency_ms": 15524.5, "peak_vram_gib": 8.559}
{"written": 233, "sample_id": "mm-safetybench:11-Financial_Advice:156:SD_TYPO", "latency_ms": 19821.1, "peak_vram_gib": 8.582}
{"written": 234, "sample_id": "mm-safetybench:11-Financial_Advice:156:TYPO", "latency_ms": 20087.1, "peak_vram_gib": 8.49}
{"written": 235, "sample_id": "mm-safetybench:12-Health_Consultation:8:SD", "latency_ms": 14738.3, "peak_vram_gib": 8.547}
{"written": 236, "sample_id": "mm-safetybench:12-Health_Consultation:8:SD_TYPO", "latency_ms": 18134.8, "peak_vram_gib": 8.553}
{"written": 237, "sample_id": "mm-safetybench:12-Health_Consultation:8:TYPO", "latency_ms": 19028.4, "peak_vram_gib": 8.457}
{"written": 238, "sample_id": "mm-safetybench:12-Health_Consultation:15:SD_TYPO", "latency_ms": 11812.9, "peak_vram_gib": 8.544}
{"written": 239, "sample_id": "mm-safetybench:12-Health_Consultation:15:TYPO", "latency_ms": 10580.9, "peak_vram_gib": 8.394}
{"written": 240, "sample_id": "mm-safetybench:12-Health_Consultation:16:SD_TYPO", "latency_ms": 21224.4, "peak_vram_gib": 8.582}
{"written": 241, "sample_id": "mm-safetybench:12-Health_Consultation:16:TYPO", "latency_ms": 17136.4, "peak_vram_gib": 8.441}
{"written": 242, "sample_id": "mm-safetybench:12-Health_Consultation:19:SD", "latency_ms": 20655.8, "peak_vram_gib": 8.582}
{"written": 243, "sample_id": "mm-safetybench:12-Health_Consultation:19:SD_TYPO", "latency_ms": 19679.0, "peak_vram_gib": 8.582}
{"written": 244, "sample_id": "mm-safetybench:12-Health_Consultation:19:TYPO", "latency_ms": 16058.9, "peak_vram_gib": 8.433}
{"written": 245, "sample_id": "mm-safetybench:12-Health_Consultation:47:SD_TYPO", "latency_ms": 26013.4, "peak_vram_gib": 8.609}
{"written": 246, "sample_id": "mm-safetybench:12-Health_Consultation:47:TYPO", "latency_ms": 19377.3, "peak_vram_gib": 8.457}
{"written": 247, "sample_id": "mm-safetybench:12-Health_Consultation:58:SD", "latency_ms": 16819.6, "peak_vram_gib": 8.55}
{"written": 248, "sample_id": "mm-safetybench:12-Health_Consultation:58:SD_TYPO", "latency_ms": 15223.1, "peak_vram_gib": 8.545}
{"written": 249, "sample_id": "mm-safetybench:12-Health_Consultation:58:TYPO", "latency_ms": 18375.8, "peak_vram_gib": 8.447}
{"written": 250, "sample_id": "mm-safetybench:12-Health_Consultation:78:SD_TYPO", "latency_ms": 11540.6, "peak_vram_gib": 8.54}
{"written": 251, "sample_id": "mm-safetybench:12-Health_Consultation:80:SD_TYPO", "latency_ms": 13374.1, "peak_vram_gib": 8.55}
{"written": 252, "sample_id": "mm-safetybench:12-Health_Consultation:80:TYPO", "latency_ms": 11007.1, "peak_vram_gib": 8.414}
{"written": 253, "sample_id": "mm-safetybench:12-Health_Consultation:99:SD", "latency_ms": 12237.1, "peak_vram_gib": 8.547}
{"written": 254, "sample_id": "mm-safetybench:12-Health_Consultation:99:SD_TYPO", "latency_ms": 21730.6, "peak_vram_gib": 8.581}
{"written": 255, "sample_id": "mm-safetybench:12-Health_Consultation:99:TYPO", "latency_ms": 18746.0, "peak_vram_gib": 8.442}
{"written": 256, "sample_id": "mm-safetybench:12-Health_Consultation:108:SD_TYPO", "latency_ms": 16958.1, "peak_vram_gib": 8.543}
{"written": 257, "sample_id": "mm-safetybench:13-Gov_Decision:17:SD_TYPO", "latency_ms": 14034.8, "peak_vram_gib": 8.535}
{"written": 258, "sample_id": "mm-safetybench:13-Gov_Decision:17:TYPO", "latency_ms": 18707.2, "peak_vram_gib": 8.449}
{"written": 259, "sample_id": "mm-safetybench:13-Gov_Decision:27:SD_TYPO", "latency_ms": 17877.5, "peak_vram_gib": 8.554}
{"written": 260, "sample_id": "mm-safetybench:13-Gov_Decision:27:TYPO", "latency_ms": 23369.9, "peak_vram_gib": 8.484}
{"written": 261, "sample_id": "mm-safetybench:13-Gov_Decision:38:SD", "latency_ms": 10878.2, "peak_vram_gib": 8.547}
{"written": 262, "sample_id": "mm-safetybench:13-Gov_Decision:38:SD_TYPO", "latency_ms": 12614.3, "peak_vram_gib": 8.545}
{"written": 263, "sample_id": "mm-safetybench:13-Gov_Decision:38:TYPO", "latency_ms": 13181.4, "peak_vram_gib": 8.412}
{"written": 264, "sample_id": "mm-safetybench:13-Gov_Decision:51:TYPO", "latency_ms": 12001.7, "peak_vram_gib": 8.396}
{"written": 265, "sample_id": "mm-safetybench:13-Gov_Decision:71:TYPO", "latency_ms": 20065.9, "peak_vram_gib": 8.474}
{"written": 266, "sample_id": "mm-safetybench:13-Gov_Decision:93:SD_TYPO", "latency_ms": 15418.9, "peak_vram_gib": 8.542}
{"written": 267, "sample_id": "mm-safetybench:13-Gov_Decision:93:TYPO", "latency_ms": 14907.9, "peak_vram_gib": 8.443}
{"written": 268, "sample_id": "mm-safetybench:13-Gov_Decision:94:SD", "latency_ms": 17927.9, "peak_vram_gib": 8.558}
{"written": 269, "sample_id": "mm-safetybench:13-Gov_Decision:94:SD_TYPO", "latency_ms": 19936.0, "peak_vram_gib": 8.582}
{"written": 270, "sample_id": "mm-safetybench:13-Gov_Decision:94:TYPO", "latency_ms": 18870.7, "peak_vram_gib": 8.45}
{"written": 271, "sample_id": "mm-safetybench:13-Gov_Decision:102:SD", "latency_ms": 15970.0, "peak_vram_gib": 8.547}
{"written": 272, "sample_id": "mm-safetybench:13-Gov_Decision:122:SD_TYPO", "latency_ms": 16118.7, "peak_vram_gib": 8.54}
{"written": 273, "sample_id": "mm-safetybench:13-Gov_Decision:122:TYPO", "latency_ms": 17127.0, "peak_vram_gib": 8.431}
{"written": 274, "sample_id": "vlguard:Ads_317415:0:unsafe_image", "latency_ms": 13778.6, "peak_vram_gib": 8.409}
{"written": 275, "sample_id": "vlguard:Ads_320320:1:unsafe_instruction", "latency_ms": 12179.6, "peak_vram_gib": 8.398}
{"written": 276, "sample_id": "vlguard:Ads_369157:1:unsafe_instruction", "latency_ms": 11718.0, "peak_vram_gib": 8.395}
{"written": 277, "sample_id": "vlguard:Ads_373305:1:unsafe_instruction", "latency_ms": 12695.9, "peak_vram_gib": 8.406}
{"written": 278, "sample_id": "vlguard:Ads_429181:0:safe_instruction", "latency_ms": 41383.0, "peak_vram_gib": 8.596}
{"written": 279, "sample_id": "vlguard:Ads_373178:1:unsafe_instruction", "latency_ms": 12723.0, "peak_vram_gib": 8.403}
{"written": 280, "sample_id": "vlguard:Ads_295004:1:unsafe_instruction", "latency_ms": 16703.5, "peak_vram_gib": 8.429}
{"written": 281, "sample_id": "vlguard:Ads_422592:1:unsafe_instruction", "latency_ms": 12929.8, "peak_vram_gib": 8.406}
{"written": 282, "sample_id": "vlguard:Ads_422593:1:unsafe_instruction", "latency_ms": 16338.7, "peak_vram_gib": 8.426}
{"written": 283, "sample_id": "vlguard:Ads_393421:1:unsafe_instruction", "latency_ms": 11484.0, "peak_vram_gib": 8.392}
{"written": 284, "sample_id": "vlguard:Ads_374563:0:safe_instruction", "latency_ms": 18558.3, "peak_vram_gib": 8.44}
{"written": 285, "sample_id": "vlguard:Ads_369445:1:unsafe_instruction", "latency_ms": 11606.9, "peak_vram_gib": 8.392}
{"written": 286, "sample_id": "vlguard:Ads_346790:0:safe_instruction", "latency_ms": 12570.3, "peak_vram_gib": 8.398}
{"written": 287, "sample_id": "vlguard:HOD_img_hod_008264:0:safe_instruction", "latency_ms": 15043.2, "peak_vram_gib": 8.423}
{"written": 288, "sample_id": "vlguard:HOD_img_hod_005226:0:safe_instruction", "latency_ms": 12241.1, "peak_vram_gib": 8.426}
{"written": 289, "sample_id": "vlguard:HOD_img_hod_010004:0:unsafe_image", "latency_ms": 11008.7, "peak_vram_gib": 8.397}
{"written": 290, "sample_id": "vlguard:HOD_img_hod_010167:1:unsafe_instruction", "latency_ms": 41343.7, "peak_vram_gib": 8.717}
{"written": 291, "sample_id": "vlguard:HOD_img_hod_000003:0:unsafe_image", "latency_ms": 15442.5, "peak_vram_gib": 8.425}
{"written": 292, "sample_id": "vlguard:HOD_img_hod_005952:0:unsafe_image", "latency_ms": 12688.6, "peak_vram_gib": 8.427}
{"written": 293, "sample_id": "vlguard:HOD_img_hod_000396:1:unsafe_instruction", "latency_ms": 12425.4, "peak_vram_gib": 8.399}
{"written": 294, "sample_id": "vlguard:HOD_img_hod_008211:0:safe_instruction", "latency_ms": 11078.0, "peak_vram_gib": 8.392}
{"written": 295, "sample_id": "vlguard:HOD_img_hod_003115:0:safe_instruction", "latency_ms": 12444.8, "peak_vram_gib": 8.404}
{"written": 296, "sample_id": "vlguard:HOD_img_hod_010463:1:unsafe_instruction", "latency_ms": 18651.5, "peak_vram_gib": 8.444}
{"written": 297, "sample_id": "vlguard:HOD_img_hod_010144:0:safe_instruction", "latency_ms": 10962.0, "peak_vram_gib": 8.397}
{"written": 298, "sample_id": "vlguard:HOD_img_hod_003681:1:unsafe_instruction", "latency_ms": 18829.1, "peak_vram_gib": 8.447}
{"written": 299, "sample_id": "vlguard:HOD_img_hod_000648:0:unsafe_image", "latency_ms": 10850.6, "peak_vram_gib": 8.394}
{"written": 300, "sample_id": "vlguard:HOD_img_hod_008677:1:unsafe_instruction", "latency_ms": 11493.1, "peak_vram_gib": 8.404}
{"written": 301, "sample_id": "vlguard:HOD_img_hod_006491:1:unsafe_instruction", "latency_ms": 13423.3, "peak_vram_gib": 8.427}
{"written": 302, "sample_id": "vlguard:HOD_img_hod_010454:0:safe_instruction", "latency_ms": 12050.7, "peak_vram_gib": 8.399}
{"written": 303, "sample_id": "vlguard:HOD_img_hod_008458:0:safe_instruction", "latency_ms": 12732.2, "peak_vram_gib": 8.545}
{"written": 304, "sample_id": "vlguard:HOD_img_hod_000090:0:safe_instruction", "latency_ms": 12079.5, "peak_vram_gib": 8.405}
{"written": 305, "sample_id": "vlguard:HOD_img_hod_006539:0:safe_instruction", "latency_ms": 10619.1, "peak_vram_gib": 8.413}
{"written": 306, "sample_id": "vlguard:HOD_img_hod_004298:1:unsafe_instruction", "latency_ms": 19057.0, "peak_vram_gib": 8.571}
{"written": 307, "sample_id": "vlguard:HOD_img_hod_004683:0:unsafe_image", "latency_ms": 16490.5, "peak_vram_gib": 8.429}
{"written": 308, "sample_id": "vlguard:HOD_img_hod_008885:1:unsafe_instruction", "latency_ms": 16472.5, "peak_vram_gib": 8.441}
{"written": 309, "sample_id": "vlguard:HOD_img_hod_002426:0:unsafe_image", "latency_ms": 22863.9, "peak_vram_gib": 8.482}
{"written": 310, "sample_id": "vlguard:HOD_img_hod_003630:0:unsafe_image", "latency_ms": 14507.1, "peak_vram_gib": 8.42}
{"written": 311, "sample_id": "vlguard:HOD_img_hod_005236:1:unsafe_instruction", "latency_ms": 41282.7, "peak_vram_gib": 8.634}
{"written": 312, "sample_id": "vlguard:HOD_img_hod_000782:0:safe_instruction", "latency_ms": 11438.1, "peak_vram_gib": 8.399}
{"written": 313, "sample_id": "vlguard:HOD_img_hod_001965:0:safe_instruction", "latency_ms": 14270.6, "peak_vram_gib": 8.423}
{"written": 314, "sample_id": "vlguard:HOD_img_hod_004712:1:unsafe_instruction", "latency_ms": 12940.7, "peak_vram_gib": 8.426}
{"written": 315, "sample_id": "vlguard:HOD_img_hod_010240:0:unsafe_image", "latency_ms": 24396.2, "peak_vram_gib": 8.484}
{"written": 316, "sample_id": "vlguard:HOD_img_hod_000558:0:unsafe_image", "latency_ms": 40988.7, "peak_vram_gib": 8.603}
{"written": 317, "sample_id": "vlguard:HOD_img_hod_001176:0:unsafe_image", "latency_ms": 15693.1, "peak_vram_gib": 8.427}
{"written": 318, "sample_id": "vlguard:HOD_img_hod_008980:1:unsafe_instruction", "latency_ms": 15312.1, "peak_vram_gib": 8.426}
{"written": 319, "sample_id": "vlguard:HOD_img_hod_005279:1:unsafe_instruction", "latency_ms": 17873.0, "peak_vram_gib": 8.44}
{"written": 320, "sample_id": "vlguard:HOD_img_hod_000246:0:unsafe_image", "latency_ms": 16185.3, "peak_vram_gib": 8.43}
{"written": 321, "sample_id": "vlguard:HOD_img_hod_006942:0:safe_instruction", "latency_ms": 10824.4, "peak_vram_gib": 8.413}
{"written": 322, "sample_id": "vlguard:HOD_img_hod_007065:0:unsafe_image", "latency_ms": 16191.6, "peak_vram_gib": 8.429}
{"written": 323, "sample_id": "vlguard:HOD_img_hod_000220:0:safe_instruction", "latency_ms": 13913.3, "peak_vram_gib": 8.42}
{"written": 324, "sample_id": "vlguard:HOD_img_hod_001250:0:unsafe_image", "latency_ms": 16055.7, "peak_vram_gib": 8.428}
{"written": 325, "sample_id": "vlguard:HOD_img_hod_001133:0:unsafe_image", "latency_ms": 11011.3, "peak_vram_gib": 8.397}
{"written": 326, "sample_id": "vlguard:HOD_img_hod_004491:1:unsafe_instruction", "latency_ms": 17675.9, "peak_vram_gib": 8.44}
{"written": 327, "sample_id": "vlguard:HOD_img_hod_010577:0:unsafe_image", "latency_ms": 12138.1, "peak_vram_gib": 8.4}
{"written": 328, "sample_id": "vlguard:HOD_img_hod_001742:0:unsafe_image", "latency_ms": 41684.1, "peak_vram_gib": 8.603}
{"written": 329, "sample_id": "vlguard:HOD_img_hod_000018:0:unsafe_image", "latency_ms": 16591.7, "peak_vram_gib": 8.437}
{"written": 330, "sample_id": "vlguard:HOD_img_hod_000121:0:unsafe_image", "latency_ms": 11079.3, "peak_vram_gib": 8.396}
{"written": 331, "sample_id": "vlguard:49873:0:safe_instruction", "latency_ms": 14438.6, "peak_vram_gib": 8.413}
{"written": 332, "sample_id": "vlguard:35079:1:unsafe_instruction", "latency_ms": 14988.6, "peak_vram_gib": 8.438}
{"written": 333, "sample_id": "vlguard:59076:0:unsafe_image", "latency_ms": 15755.0, "peak_vram_gib": 8.423}
{"written": 334, "sample_id": "vlguard:65803:0:safe_instruction", "latency_ms": 10598.6, "peak_vram_gib": 8.387}
{"written": 335, "sample_id": "vlguard:65803:1:unsafe_instruction", "latency_ms": 41761.6, "peak_vram_gib": 8.597}
{"written": 336, "sample_id": "vlguard:63198:1:unsafe_instruction", "latency_ms": 41486.4, "peak_vram_gib": 8.634}
{"written": 337, "sample_id": "vlguard:47652:1:unsafe_instruction", "latency_ms": 11997.3, "peak_vram_gib": 8.398}
{"written": 338, "sample_id": "vlguard:68439:0:unsafe_image", "latency_ms": 41804.1, "peak_vram_gib": 8.597}
{"written": 339, "sample_id": "vlguard:72398:0:unsafe_image", "latency_ms": 13979.1, "peak_vram_gib": 8.439}
{"written": 340, "sample_id": "vlguard:49205:0:unsafe_image", "latency_ms": 15315.2, "peak_vram_gib": 8.423}
{"written": 341, "sample_id": "vlguard:91487:0:safe_instruction", "latency_ms": 23700.5, "peak_vram_gib": 8.501}
{"written": 342, "sample_id": "vlguard:86423:0:safe_instruction", "latency_ms": 10845.1, "peak_vram_gib": 8.432}
{"written": 343, "sample_id": "vlguard:18075:0:safe_instruction", "latency_ms": 12276.3, "peak_vram_gib": 8.432}
{"written": 344, "sample_id": "vlguard:95476:1:unsafe_instruction", "latency_ms": 13341.4, "peak_vram_gib": 8.426}
{"written": 345, "sample_id": "vlguard:65307:0:safe_instruction", "latency_ms": 41347.2, "peak_vram_gib": 8.62}
{"written": 346, "sample_id": "vlguard:25714:0:unsafe_image", "latency_ms": 13457.6, "peak_vram_gib": 8.434}
{"written": 347, "sample_id": "vlguard:65127:0:unsafe_image", "latency_ms": 16006.0, "peak_vram_gib": 8.423}
{"written": 348, "sample_id": "vlguard:18509:0:safe_instruction", "latency_ms": 19927.9, "peak_vram_gib": 8.456}
{"written": 349, "sample_id": "vlguard:83754:1:unsafe_instruction", "latency_ms": 11155.9, "peak_vram_gib": 8.392}
{"written": 350, "sample_id": "vlguard:52410:0:safe_instruction", "latency_ms": 12117.9, "peak_vram_gib": 8.425}
{"written": 351, "sample_id": "vlguard:52410:1:unsafe_instruction", "latency_ms": 41546.4, "peak_vram_gib": 8.62}
{"written": 352, "sample_id": "vlguard:21597:1:unsafe_instruction", "latency_ms": 11177.8, "peak_vram_gib": 8.392}
{"written": 353, "sample_id": "vlguard:07214:1:unsafe_instruction", "latency_ms": 13307.9, "peak_vram_gib": 8.409}
{"written": 354, "sample_id": "vlguard:20846:0:unsafe_image", "latency_ms": 12674.9, "peak_vram_gib": 8.405}
{"written": 355, "sample_id": "vlguard:17590:1:unsafe_instruction", "latency_ms": 12190.3, "peak_vram_gib": 8.4}
{"written": 356, "sample_id": "vlguard:harm-p_5678:0:safe_instruction", "latency_ms": 17287.1, "peak_vram_gib": 8.51}
{"written": 357, "sample_id": "vlguard:harm-p_3301:0:unsafe_image", "latency_ms": 15390.8, "peak_vram_gib": 8.443}
{"written": 358, "sample_id": "vlguard:harm-p_3793:0:safe_instruction", "latency_ms": 13251.0, "peak_vram_gib": 8.409}
{"written": 359, "sample_id": "vlguard:harm-p_4846:0:unsafe_image", "latency_ms": 41561.4, "peak_vram_gib": 8.597}
{"written": 360, "sample_id": "vlguard:harm-p_3364:1:unsafe_instruction", "latency_ms": 10943.1, "peak_vram_gib": 8.392}
{"written": 361, "sample_id": "vlguard:harm-p_3815:0:safe_instruction", "latency_ms": 10696.0, "peak_vram_gib": 8.387}
{"written": 362, "sample_id": "vlguard:harm-p_1232:0:unsafe_image", "latency_ms": 17069.6, "peak_vram_gib": 8.427}
{"written": 363, "sample_id": "vlguard:harm-p_3823:0:unsafe_image", "latency_ms": 14314.7, "peak_vram_gib": 8.411}
{"written": 364, "sample_id": "vlguard:harm-p_2815:0:safe_instruction", "latency_ms": 15308.9, "peak_vram_gib": 8.422}
{"written": 365, "sample_id": "vlguard:harm-p_4499:1:unsafe_instruction", "latency_ms": 14596.3, "peak_vram_gib": 8.462}
{"written": 366, "sample_id": "vlguard:harm-p_6539:1:unsafe_instruction", "latency_ms": 41304.2, "peak_vram_gib": 8.646}
{"written": 367, "sample_id": "vlguard:harm-p_6544:1:unsafe_instruction", "latency_ms": 11585.3, "peak_vram_gib": 8.421}
{"written": 368, "sample_id": "vlguard:harm-p_2019:0:safe_instruction", "latency_ms": 16926.6, "peak_vram_gib": 8.424}
{"written": 369, "sample_id": "vlguard:harm-p_6193:0:safe_instruction", "latency_ms": 13974.9, "peak_vram_gib": 8.41}
{"written": 370, "sample_id": "vlguard:harm-p_6299:1:unsafe_instruction", "latency_ms": 41698.4, "peak_vram_gib": 8.597}
{"written": 371, "sample_id": "vlguard:harm-p_1581:0:safe_instruction", "latency_ms": 12722.7, "peak_vram_gib": 8.399}
{"written": 372, "sample_id": "vlguard:harm-p_954:1:unsafe_instruction", "latency_ms": 41854.1, "peak_vram_gib": 8.597}
